tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Aritmética|DIFICIL|El entero N = 2^x × 3^2 × 5^1 tiene exactamente 36 divisores positivos. Halle la cantidad de divisores compuestos que posee el número N.|28|30|31|32|33|3|Total divisores = (x + 1)(2 + 1)(1 + 1) = 6(x + 1) = 36 => x = 5. Factores primos de N son {2, 3, 5} (3 divisores primos). Los divisores de N se clasifican en: primos (3), la unidad (1) y compuestos. Así: 36 = 3 + 1 + Div_compuestos => Div_compuestos = 32.|IA_APROBADA
Aritmética|DIFICIL|Un capital de S/ 8000 se deposita al 10% anual de interés compuesto capitalizable semestralmente. ¿Cuál será el monto acumulado al cabo de 1.5 años?|S/ 9200|S/ 9261|S/ 9300|S/ 9331|S/ 9400|1|Tasa semestral r = 10%/2 = 5% = 0.05. En 1.5 años hay n = 3 semestres. Monto M = C(1 + r)^n = 8000(1.05)^3 = 8000(1.157625) = S/ 9261.|IA_APROBADA
Aritmética|DIFICIL|Se registra el conjunto de datos {4, 6, 8, 10, 12}. Determine la varianza poblacional de este conjunto de datos.|4|6|8|10|12|2|La media es (4+6+8+10+12)/5 = 8. Las desviaciones al cuadrado son (-4)^2, (-2)^2, 0^2, 2^2, 4^2 que corresponden a 16, 4, 0, 4, 16. La varianza es la media de estas desviaciones al cuadrado: (16 + 4 + 0 + 4 + 16)/5 = 40/5 = 8.|IA_APROBADA
Aritmética|DIFICIL|Un conjunto A posee 'n' elementos. Si se conoce que tiene exactamente 126 subconjuntos propios no vacíos, determine el valor numérico de 'n'.|5|6|7|8|9|2|El número total de subconjuntos de A es 2^n. Los subconjuntos propios no vacíos excluyen al conjunto vacío y al propio conjunto A (2 subconjuntos menos). Por lo tanto: 2^n - 2 = 126 => 2^n = 128 = 2^7 => n = 7.|IA_APROBADA
Aritmética|DIFICIL|Determine el valor de la suma infinita S = 1/2 + 2/4 + 3/8 + 4/16 + ... + n/(2^n) + ...|1|3/2|2|5/2|3|2|Es una serie aritmético-geométrica. Restando S - (1/2)S se obtiene: (1/2)S = 1/2 + 1/4 + 1/8 + 1/16 + ... Esta serie geométrica infinita suma (1/2)/(1 - 1/2) = 1. Como (1/2)S = 1, concluyes que S = 2.|IA_APROBADA
Biología|FACIL|El agua es la biomolécula inorgánica más abundante en los seres vivos. ¿Cuál de sus propiedades le permite actuar como un eficiente regulador térmico frente a los cambios drásticos de temperatura?|Baja tensión superficial|Alto calor específico|Baja constante dieléctrica|Alta densidad en estado sólido|Baja capacidad de disolución|1|El alto calor específico del agua le permite absorber o liberar gran cantidad de calor experimentando ligeros cambios de temperatura, lo que estabiliza la temperatura corporal.|IA_APROBADA
Biología|FACIL|En la estructura de las células procariotas, como las bacterias, el material genético constituido por ADN circular se ubica libremente en una región del citoplasma denominada|núcleo|nucleolo|nucleoide|peroxisoma|carioteca|2|Las células procariotas carecen de envoltura nuclear o carioteca, por lo que su ADN se halla concentrado en una zona citoplasmática no membranosa llamada nucleoide.|IA_APROBADA
Biología|FACIL|Durante la etapa luminosa de la fotosíntesis en los cloroplastos, la ruptura de la molécula de agua por acción de la energía solar libera oxígeno molecular al entorno. Este evento se denomina|fotofosforilación|fijación de carbono|fotólisis del agua|ciclo de Calvin|reducción del NADP+|2|La fotólisis del agua consiste en la escisión de la molécula de H2O mediante la luz en el fotosistema II, liberando electrones, protones y O2.|IA_APROBADA
Biología|FACIL|Si se cruzan dos plantas de arveja heterocigotas para el color de la semilla (Aa x Aa), donde el color amarillo (A) es dominante sobre el verde (a), ¿cuál es la probabilidad de obtener descendencia con semillas de color verde?|100%|75%|50%|25%|0%|3|Según la primera ley de Mendel, el cruce de dos heterocigotas (Aa x Aa) da una proporción genotípica de 1 AA : 2 Aa : 1 aa. La probabilidad fenotípica recesiva (aa, color verde) es de 1/4 o 25%.|IA_APROBADA
Biología|FACIL|En un ecosistema determinado, al grupo de organismos perteneciente a la misma especie que coexisten en un tiempo y espacio específicos se le conoce como|comunidad|población|biocenosis|biotopo|nicho ecológico|1|Una población se define biológicamente como el conjunto de individuos de una misma especie que habitan un área geográfica dada en un periodo determinado.|IA_APROBADA
Biología|FACIL|¿Cuál de las siguientes alternativas incluye exclusivamente a los bioelementos primarios u organógenos, los cuales constituyen aproximadamente el 96% de la masa de la materia viva?|C, H, O, N, P, S|Fe, Cu, Zn, Mn, F|Na, K, Ca, Cl, Mg|C, H, O, Fe, Ca, K|N, P, S, Na, Cl, Mg|0|Los bioelementos organógenos o primarios son el carbono (C), hidrógeno (H), oxígeno (O), nitrógeno (N), fósforo (P) y azufre (S), indispensables para la formación de las biomoléculas orgánicas.|IA_APROBADA
Biología|FACIL|A diferencia de las células eucariotas, las células procariotas se caracterizan fundamentalmente por|carecer de un núcleo delimitado por una carioteca.|presentar mitocondrias para la respiración celular.|poseer un citoesqueleto complejo y muy desarrollado.|realizar mitosis durante su división celular.|contener organelas membranosas como el aparato de Golgi.|0|Las células procariotas no poseen una envoltura nuclear o carioteca, por lo que su material genético (ADN) se encuentra libre en una zona citoplasmática llamada nucleoide.|IA_APROBADA
Biología|FACIL|Durante la fase luminosa de la fotosíntesis en las plantas vegetales, la absorción de la energía de la luz es realizada principalmente por pigmentos fotosintéticos ubicados en|el estroma del cloroplasto.|la membrana tilacoidal.|la matriz mitocondrial.|las crestas mitocondriales.|el espacio intermembrana.|1|La clorofila y los complejos fotosistémicos se localizan organizados en la membrana de los tilacoides dentro de los cloroplastos, sitio donde ocurre la fase luminosa o fotodependiente.|IA_APROBADA
Biología|FACIL|En el sistema digestivo humano, la mayor parte de la digestión química enzimática y la absorción de nutrientes ocurren en|el estómago.|el intestino grueso.|el esófago.|el intestino delgado.|la cavidad bucal.|3|El intestino delgado, especialmente a nivel del duodeno y del yeyuno, es el tramo del tubo digestivo donde se completa la degradación de macromoléculas y se absorben la mayoría de nutrientes hacia la sangre y la linfa.|IA_APROBADA
Biología|FACIL|Al cruzar dos plantas de arveja heterocigotas para el color de la semilla (Aa x Aa), donde el color amarillo (A) domina sobre el verde (a), ¿cuál es la proporción fenotípica esperada en la descendencia según la Primera Ley de Mendel?|1 amarilla : 1 verde|3 amarillas : 1 verde|100% semillas verdes|1 amarilla : 2 intermedias : 1 verde|9 amarillas : 3 verdes|1|El cruce monohíbrido entre dos heterocigotos (Aa x Aa) genera una proporción genotípica de 1 AA : 2 Aa : 1 aa, lo que se traduce en un 75% con fenotipo dominante (amarillas) y 25% con fenotipo recesivo (verdes), es decir, una relación fenotípica de 3 a 1.|IA_APROBADA
Biología|FACIL|El conjunto de seres vivos de diferentes especies que habitan e interactúan en un espacio geográfico y tiempo determinados se denomina|población.|comunidad o biocenosis.|ecosistema.|bioma.|biosfera.|1|La biocenosis o comunidad ecológica está constituida por la totalidad de poblaciones de distintas especies que coexisten e interactúan en un área determinada.|IA_APROBADA
Biología|FACIL|En las plantas vasculares, el tejido vegetal especializado en la conducción de agua y sales minerales (savia bruta) desde las raíces hacia las hojas se denomina|floema.|xilema.|parénquima.|colénquima.|esclerénquima.|1|El xilema es el tejido conductor que transporta la savia bruta (agua y sales minerales) en dirección ascendente desde las raíces hacia el resto de los órganos fotosintéticos de la planta.|IA_APROBADA
Biología|MEDIA|En las plantas vasculares, el tejido encargado de conducir la savia elaborada, rica en sacarosa y compuestos orgánicos fotosintetizados, desde las hojas hacia los demás órganos se denomina|xilema|floema|colénquima|esclerénquima|parénquima acuífero|1|El floema es el tejido vascular vivo encargado del transporte de la savia elaborada (nutrientes orgánicos) a través de los tubos cribosos.|IA_APROBADA
Biología|MEDIA|Durante la respiración celular aeróbica en seres eucariotas, el ciclo de Krebs se lleva a cabo específicamente en el compartimento subcelular llamado|citosol|cresta mitocondrial|matriz mitocondrial|membrana externa mitocondrial|espacio intermembrana|2|El ciclo del ácido cítrico o ciclo de Krebs ocurre en la matriz mitocondrial, lugar donde se localizan las enzimas solubles necesarias para esta vía metabólica.|IA_APROBADA
Biología|MEDIA|En la digestión química gástrica del ser humano, el pepsinógeno inactivo secretado por las células principales se convierte en la enzima activa pepsina mediante la acción del|ácido clorhídrico|bicarbonato de sodio|factor intrínseco de Castle|moco protector|péptido inhibidor gástrico|0|El HCl secretado por las células parietales genera un medio altamente ácido (pH 1.5 - 2) que escinde el péptido inhibidor del pepsinógeno, activándolo a pepsina.|IA_APROBADA
Biología|MEDIA|En el sistema circulatorio humano, la vena pulmonar presenta una característica morfofuncional particular, la cual consiste en transportar sangre|hipoxigenada desde el ventrículo derecho hasta los pulmones|oxigenada desde los pulmones hacia la aurícula izquierda|hipoxigenada desde los tejidos corporales a la aurícula derecha|oxigenada desde el ventrículo izquierdo a la arteria aorta|mezclada directamente hacia el ventrículo derecho|1|A diferencia de la mayoría de las venas, las cuatro venas pulmonares conducen sangre recién oxigenada en los alvéolos desde los pulmones hasta la aurícula izquierda del corazón.|IA_APROBADA
Biología|MEDIA|Frente a una situación de hipoglucemia en sangre, el páncreas endocrino responde liberando la hormona glucagón, la cual es sintetizada específicamente por las células|beta de los islotes de Langerhans|alfa de los islotes de Langerhans|delta de los islotes de Langerhans|acinares exocrinas del páncreas|principales del folículo pancreático|1|Las células alfa de los islotes pancreáticos secretan glucagón en respuesta a concentraciones bajas de glucosa sanguínea para promover la glucogenólisis hepática.|IA_APROBADA
Biología|MEDIA|Frente a un estado de hipoglucemia en ayunas prolongado, la respuesta endocrina homeostática e inmediata del páncreas consiste en la liberación de|insulina por las células beta de los islotes de Langerhans.|glucagón por las células alfa de los islotes de Langerhans.|somatostatina por las células delta pancreáticas.|cortisol por parte de la médula suprarrenal.|adrenalina por parte de los acinos pancreáticos.|1|Ante la disminución de glucosa en sangre, las células alfa de los islotes de Langerhans secretan glucagón, hormona hiperglucemiante que estimula la glucogenólisis hepática para restaurar la glucemia.|IA_APROBADA
Biología|MEDIA|Los nucleótidos que constituyen una cadena monocatenaria de ADN se unen covalentemente entre sí mediante enlaces fosfodiéster, los cuales se forman específicamente entre|las bases nitrogenadas púricas de ambas cadenas.|el grupo fosfato de un nucleótido y el carbono 3' de la desoxirribosa del nucleótido adyacente.|el grupo amino de la adenina y el grupo carboxilo de la timina.|los carbonos 1' y 5' de la misma unidad de monosacárido.|las bases nitrogenadas pirimídicas de la misma cadena.|1|El enlace fosfodiéster une el grupo hidroxilo situado en el carbono 3' de la pentosa de un nucleótido con el grupo fosfato unido al carbono 5' de la pentosa del nucleótido siguiente.|IA_APROBADA
Biología|MEDIA|La glucólisis es una ruta metabólica citosólica. Por cada molécula de glucosa que se degrada completamente en este proceso, se obtiene un rendimiento neto de|2 moléculas de piruvato, 2 ATP y 2 NADH.|1 molécula de acetil-CoA, 4 ATP y 1 FADH2.|2 moléculas de lactato, 36 ATP y 2 GTP.|2 moléculas de oxalacetato, 38 ATP y 4 NADH.|4 moléculas de piruvato, 2 ATP y 2 FADH2.|0|La glucólisis convierte una molécula de glucosa (6 carbonos) en dos moléculas de piruvato (3 carbonos), produciendo de forma neta 2 moléculas de ATP y 2 moléculas de NADH reducido.|IA_APROBADA
Biología|MEDIA|Con relación al tejido epitelial en los animales vertebrados, señale la característica que describe de manera adecuada a su estructura.|Posee una abundante sustancia intercelular calcificada.|Es un tejido ricamente vascularizado por capilares sanguíneos directos.|Sus células se encuentran adosadas y apoyadas sobre una lámina basal.|Está formado por células multinucleadas con capacidad contráctil.|Presenta nula capacidad de regeneración celular tras un daño mecánico.|2|El tejido epitelial se caracteriza por tener células estrechamente unidas con muy escasa matriz extracelular, carecer de vasos sanguíneos (avascular) y descansar sobre una estructura proteica denominada lámina basal.|IA_APROBADA
Biología|MEDIA|La inmunidad adaptativa que adquiere un individuo tras la administración de una vacuna que contiene antígenos atenuados o inactivados se clasifica como|pasiva natural.|activa artificial.|pasiva artificial.|activa natural.|innata no específica.|1|Es activa porque el propio sistema inmunitario del individuo genera los anticuerpos y la memoria inmunológica, y es artificial porque se introduce deliberadamente mediante un procedimiento médico (vacunación).|IA_APROBADA
Biología|MEDIA|Durante la generación y propagación del potencial de acción en la membrana axónica de una neurona, la fase de despolarización se debe principalmente a|la salida masiva de cationes potasio al espacio extracelular.|el funcionamiento ininterrumpido de la bomba de sodio-potasio.|la entrada masiva de iones sodio por canales dependientes de voltaje.|la apertura sostenida de canales de cloro provocando hiperpolarización.|la salida de grandes moléculas proteicas aniónicas del citoplasma.|2|La despolarización ocurre cuando el estímulo alcanza el umbral, provocando la apertura rápida de canales de sodio dependientes de voltaje y la entrada masiva de Na+ a favor de su gradiente electroquímico.|IA_APROBADA
